IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Location,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumeric,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified
WHOSIS_000001,Life expectancy at birth (years),text,AFR,Africa,Country,LSO,Lesotho,Year,2021,true,Sex,Male,SEX_MLE,,,,,,,,,,48.73,,,47.8,,49.7,48.7 [47.8-49.7],,,EN,2024-08-02T04:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,AFR,Africa,Country,CAF,Central African Republic,Year,2021,true,Sex,Male,SEX_MLE,,,,,,,,,,49.57,,,48.45,,50.92,49.6 [48.5-50.9],,,EN,2024-08-02T04:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,AFR,Africa,Country,LSO,Lesotho,Year,2021,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,51.48,,,50.49,,52.57,51.5 [50.5-52.6],,,EN,2024-08-02T04:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,AFR,Africa,Country,SWZ,Eswatini,Year,2021,true,Sex,Male,SEX_MLE,,,,,,,,,,51.64,,,50.73,,52.82,51.6 [50.7-52.8],,,EN,2024-08-02T04:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,EMR,Eastern Mediterranean,Country,SOM,Somalia,Year,2021,true,Sex,Male,SEX_MLE,,,,,,,,,,51.75,,,50.62,,53.1,51.7 [50.6-53.1],,,EN,2024-08-02T04:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,AFR,Africa,Country,CAF,Central African Republic,Year,2021,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,52.31,,,51.06,,53.36,52.3 [51.1-53.4],,,EN,2024-08-02T04:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,EMR,Eastern Mediterranean,Country,SOM,Somalia,Year,2021,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,53.95,,,52.92,,55.11,54.0 [52.9-55.1],,,EN,2024-08-02T04:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,AFR,Africa,Country,LSO,Lesotho,Year,2021,true,Sex,Female,SEX_FMLE,,,,,,,,,,54.6,,,53.25,,55.99,54.6 [53.3-56.0],,,EN,2024-08-02T04:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,AFR,Africa,Country,SWZ,Eswatini,Year,2021,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,54.59,,,53.49,,55.87,54.6 [53.5-55.9],,,EN,2024-08-02T04:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,AFR,Africa,Country,MOZ,Mozambique,Year,2021,true,Sex,Male,SEX_MLE,,,,,,,,,,54.8,,,53.76,,55.83,54.8 [53.8-55.8],,,EN,2024-08-02T04:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,AFR,Africa,Country,CAF,Central African Republic,Year,2021,true,Sex,Female,SEX_FMLE,,,,,,,,,,55.38,,,54.11,,56.58,55.4 [54.1-56.6],,,EN,2024-08-02T04:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,AFR,Africa,Country,GNB,Guinea-Bissau,Year,2021,true,Sex,Male,SEX_MLE,,,,,,,,,,56.08,,,55.02,,57.18,56.1 [55.0-57.2],,,EN,2024-08-02T04:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,AFR,Africa,Country,ZWE,Zimbabwe,Year,2021,true,Sex,Male,SEX_MLE,,,,,,,,,,56.19,,,55.31,,57.02,56.2 [55.3-57.0],,,EN,2024-08-02T04:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,EMR,Eastern Mediterranean,Country,SOM,Somalia,Year,2021,true,Sex,Female,SEX_FMLE,,,,,,,,,,56.33,,,55.27,,57.47,56.3 [55.3-57.5],,,EN,2024-08-02T04:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,AFR,Africa,Country,SSD,South Sudan,Year,2021,true,Sex,Male,SEX_MLE,,,,,,,,,,56.48,,,54.91,,57.96,56.5 [54.9-58.0],,,EN,2024-08-02T04:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,AFR,Africa,Country,NAM,Namibia,Year,2021,true,Sex,Male,SEX_MLE,,,,,,,,,,57.27,,,56.5,,58.22,57.3 [56.5-58.2],,,EN,2024-08-02T04:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,2021,true,Sex,Male,SEX_MLE,,,,,,,,,,57.4,,,56.63,,58.2,57.4 [56.6-58.2],,,EN,2024-08-02T04:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,AFR,Africa,Country,TCD,Chad,Year,2021,true,Sex,Male,SEX_MLE,,,,,,,,,,57.53,,,56.27,,58.92,57.5 [56.3-58.9],,,EN,2024-08-02T04:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,AFR,Africa,Country,MOZ,Mozambique,Year,2021,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,57.66,,,56.64,,58.77,57.7 [56.6-58.8],,,EN,2024-08-02T04:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,WPR,Western Pacific,Country,KIR,Kiribati,Year,2021,true,Sex,Male,SEX_MLE,,,,,,,,,,57.78,,,56.83,,58.85,57.8 [56.8-58.9],,,EN,2024-08-02T04:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,AFR,Africa,Country,SWZ,Eswatini,Year,2021,true,Sex,Female,SEX_FMLE,,,,,,,,,,57.87,,,56.35,,59.66,57.9 [56.3-59.7],,,EN,2024-08-02T04:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,AFR,Africa,Country,ZWE,Zimbabwe,Year,2021,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,58.48,,,57.78,,59.37,58.5 [57.8-59.4],,,EN,2024-08-02T04:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,AFR,Africa,Country,SSD,South Sudan,Year,2021,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,58.57,,,57.18,,59.78,58.6 [57.2-59.8],,,EN,2024-08-02T04:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,AFR,Africa,Country,GNB,Guinea-Bissau,Year,2021,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,58.63,,,57.72,,59.79,58.6 [57.7-59.8],,,EN,2024-08-02T04:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,AFR,Africa,Country,ZMB,Zambia,Year,2021,true,Sex,Male,SEX_MLE,,,,,,,,,,58.72,,,57.71,,59.85,58.7 [57.7-59.8],,,EN,2024-08-02T04:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,AFR,Africa,Country,ZAF,South Africa,Year,2021,true,Sex,Male,SEX_MLE,,,,,,,,,,58.9,,,58.53,,59.41,58.9 [58.5-59.4],,,EN,2024-08-02T04:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,AFR,Africa,Country,NER,Niger,Year,2021,true,Sex,Male,SEX_MLE,,,,,,,,,,59.03,,,57.77,,60.63,59.0 [57.8-60.6],,,EN,2024-08-02T04:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,AFR,Africa,Country,TCD,Chad,Year,2021,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,59.09,,,57.89,,60.39,59.1 [57.9-60.4],,,EN,2024-08-02T04:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,2021,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,59.13,,,58.35,,59.85,59.1 [58.3-59.9],,,EN,2024-08-02T04:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,AFR,Africa,Country,BWA,Botswana,Year,2021,true,Sex,Male,SEX_MLE,,,,,,,,,,59.22,,,58.02,,60.1,59.2 [58.0-60.1],,,EN,2024-08-02T04:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,AFR,Africa,Country,COD,Democratic Republic of the Congo,Year,2021,true,Sex,Male,SEX_MLE,,,,,,,,,,59.43,,,58.42,,60.56,59.4 [58.4-60.6],,,EN,2024-08-02T04:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,AFR,Africa,Country,MWI,Malawi,Year,2021,true,Sex,Male,SEX_MLE,,,,,,,,,,59.72,,,59.04,,60.42,59.7 [59.0-60.4],,,EN,2024-08-02T04:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,AFR,Africa,Country,CMR,Cameroon,Year,2021,true,Sex,Male,SEX_MLE,,,,,,,,,,59.89,,,58.92,,60.83,59.9 [58.9-60.8],,,EN,2024-08-02T04:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,AFR,Africa,Country,BFA,Burkina Faso,Year,2021,true,Sex,Male,SEX_MLE,,,,,,,,,,59.88,,,58.89,,60.89,59.9 [58.9-60.9],,,EN,2024-08-02T04:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,AFR,Africa,Country,GIN,Guinea,Year,2021,true,Sex,Male,SEX_MLE,,,,,,,,,,59.95,,,58.92,,61.21,59.9 [58.9-61.2],,,EN,2024-08-02T04:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,AFR,Africa,Country,NER,Niger,Year,2021,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,59.97,,,58.67,,61.11,60.0 [58.7-61.1],,,EN,2024-08-02T04:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,AFR,Africa,Country,AGO,Angola,Year,2021,true,Sex,Male,SEX_MLE,,,,,,,,,,60.01,,,59.12,,60.88,60.0 [59.1-60.9],,,EN,2024-08-02T04:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,AFR,Africa,Country,GNQ,Equatorial Guinea,Year,2021,true,Sex,Male,SEX_MLE,,,,,,,,,,60.17,,,58.45,,61.84,60.2 [58.5-61.8],,,EN,2024-08-02T04:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,AFR,Africa,Country,SLE,Sierra Leone,Year,2021,true,Sex,Male,SEX_MLE,,,,,,,,,,60.15,,,58.74,,61.51,60.2 [58.7-61.5],,,EN,2024-08-02T04:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,AFR,Africa,Country,NAM,Namibia,Year,2021,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,60.36,,,59.6,,61.39,60.4 [59.6-61.4],,,EN,2024-08-02T04:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,AFR,Africa,Country,MOZ,Mozambique,Year,2021,true,Sex,Female,SEX_FMLE,,,,,,,,,,60.55,,,59.57,,61.51,60.5 [59.6-61.5],,,EN,2024-08-02T04:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,AFR,Africa,Country,ZWE,Zimbabwe,Year,2021,true,Sex,Female,SEX_FMLE,,,,,,,,,,60.53,,,59.8,,61.52,60.5 [59.8-61.5],,,EN,2024-08-02T04:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,AFR,Africa,Country,SSD,South Sudan,Year,2021,true,Sex,Female,SEX_FMLE,,,,,,,,,,60.61,,,59.34,,61.91,60.6 [59.3-61.9],,,EN,2024-08-02T04:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,AFR,Africa,Country,TCD,Chad,Year,2021,true,Sex,Female,SEX_FMLE,,,,,,,,,,60.67,,,59.71,,61.7,60.7 [59.7-61.7],,,EN,2024-08-02T04:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,WPR,Western Pacific,Country,KIR,Kiribati,Year,2021,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,60.87,,,59.91,,61.85,60.9 [59.9-61.8],,,EN,2024-08-02T04:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,AFR,Africa,Country,NER,Niger,Year,2021,true,Sex,Female,SEX_FMLE,,,,,,,,,,60.94,,,59.85,,62.19,60.9 [59.9-62.2],,,EN,2024-08-02T04:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,AFR,Africa,Country,ERI,Eritrea,Year,2021,true,Sex,Male,SEX_MLE,,,,,,,,,,60.91,,,59.98,,61.85,60.9 [60.0-61.9],,,EN,2024-08-02T04:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,AFR,Africa,Country,SLE,Sierra Leone,Year,2021,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,61.02,,,59.77,,62.32,61.0 [59.8-62.3],,,EN,2024-08-02T04:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,AFR,Africa,Country,ZMB,Zambia,Year,2021,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,60.97,,,60.08,,62.07,61.0 [60.1-62.1],,,EN,2024-08-02T04:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,2021,true,Sex,Female,SEX_FMLE,,,,,,,,,,60.99,,,60.19,,61.73,61.0 [60.2-61.7],,,EN,2024-08-02T04:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,AFR,Africa,Country,GNB,Guinea-Bissau,Year,2021,true,Sex,Female,SEX_FMLE,,,,,,,,,,61.1,,,60.09,,62.08,61.1 [60.1-62.1],,,EN,2024-08-02T04:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,AFR,Africa,Country,MLI,Mali,Year,2021,true,Sex,Male,SEX_MLE,,,,,,,,,,61.08,,,60.17,,62.11,61.1 [60.2-62.1],,,EN,2024-08-02T04:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,AFR,Africa,Country,BWA,Botswana,Year,2021,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,61.23,,,60.24,,62.35,61.2 [60.2-62.4],,,EN,2024-08-02T04:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,AFR,Africa,Country,GIN,Guinea,Year,2021,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,61.26,,,60.26,,62.29,61.3 [60.3-62.3],,,EN,2024-08-02T04:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,AFR,Africa,Country,CIV,Cote d'Ivoire,Year,2021,true,Sex,Male,SEX_MLE,,,,,,,,,,61.39,,,60.34,,62.24,61.4 [60.3-62.2],,,EN,2024-08-02T04:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,AFR,Africa,Country,TGO,Togo,Year,2021,true,Sex,Male,SEX_MLE,,,,,,,,,,61.54,,,60.58,,62.78,61.5 [60.6-62.8],,,EN,2024-08-02T04:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,AFR,Africa,Country,ZAF,South Africa,Year,2021,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,61.5,,,61.13,,61.89,61.5 [61.1-61.9],,,EN,2024-08-02T04:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,AFR,Africa,Country,GNQ,Equatorial Guinea,Year,2021,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,61.61,,,60.06,,63.29,61.6 [60.1-63.3],,,EN,2024-08-02T04:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,AFR,Africa,Country,COD,Democratic Republic of the Congo,Year,2021,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,61.63,,,60.78,,62.51,61.6 [60.8-62.5],,,EN,2024-08-02T04:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,AMR,Americas,Country,HTI,Haiti,Year,2021,true,Sex,Male,SEX_MLE,,,,,,,,,,61.7,,,60.51,,63.04,61.7 [60.5-63.0],,,EN,2024-08-02T04:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,AFR,Africa,Country,MLI,Mali,Year,2021,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,61.67,,,60.85,,62.75,61.7 [60.8-62.7],,,EN,2024-08-02T04:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,AFR,Africa,Country,BEN,Benin,Year,2021,true,Sex,Male,SEX_MLE,,,,,,,,,,61.72,,,60.81,,63.02,61.7 [60.8-63.0],,,EN,2024-08-02T04:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,AFR,Africa,Country,CMR,Cameroon,Year,2021,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,61.77,,,60.99,,62.67,61.8 [61.0-62.7],,,EN,2024-08-02T04:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,AFR,Africa,Country,MDG,Madagascar,Year,2021,true,Sex,Male,SEX_MLE,,,,,,,,,,61.86,,,60.78,,62.82,61.9 [60.8-62.8],,,EN,2024-08-02T04:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,AFR,Africa,Country,SLE,Sierra Leone,Year,2021,true,Sex,Female,SEX_FMLE,,,,,,,,,,61.89,,,60.91,,63.01,61.9 [60.9-63.0],,,EN,2024-08-02T04:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,AFR,Africa,Country,BDI,Burundi,Year,2021,true,Sex,Male,SEX_MLE,,,,,,,,,,62.05,,,61.21,,63.06,62.0 [61.2-63.1],,,EN,2024-08-02T04:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,AFR,Africa,Country,NGA,Nigeria,Year,2021,true,Sex,Male,SEX_MLE,,,,,,,,,,62.07,,,60.81,,63.31,62.1 [60.8-63.3],,,EN,2024-08-02T04:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,AFR,Africa,Country,AGO,Angola,Year,2021,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,62.13,,,61.18,,63.05,62.1 [61.2-63.1],,,EN,2024-08-02T04:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,AFR,Africa,Country,GMB,Gambia,Year,2021,true,Sex,Male,SEX_MLE,,,,,,,,,,62.22,,,61.59,,63.23,62.2 [61.6-63.2],,,EN,2024-08-02T04:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,AFR,Africa,Country,BFA,Burkina Faso,Year,2021,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,62.3,,,61.4,,63.29,62.3 [61.4-63.3],,,EN,2024-08-02T04:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,AFR,Africa,Country,MLI,Mali,Year,2021,true,Sex,Female,SEX_FMLE,,,,,,,,,,62.29,,,61.36,,63.29,62.3 [61.4-63.3],,,EN,2024-08-02T04:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,AFR,Africa,Country,GIN,Guinea,Year,2021,true,Sex,Female,SEX_FMLE,,,,,,,,,,62.48,,,61.49,,63.61,62.5 [61.5-63.6],,,EN,2024-08-02T04:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,AMR,Americas,Country,HTI,Haiti,Year,2021,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,62.46,,,61.55,,63.59,62.5 [61.5-63.6],,,EN,2024-08-02T04:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,AFR,Africa,Country,MWI,Malawi,Year,2021,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,62.49,,,61.73,,63.23,62.5 [61.7-63.2],,,EN,2024-08-02T04:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,AFR,Africa,Country,COG,Congo,Year,2021,true,Sex,Male,SEX_MLE,,,,,,,,,,62.54,,,61.77,,63.45,62.5 [61.8-63.5],,,EN,2024-08-02T04:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,AFR,Africa,Country,LBR,Liberia,Year,2021,true,Sex,Male,SEX_MLE,,,,,,,,,,62.64,,,61.33,,63.74,62.6 [61.3-63.7],,,EN,2024-08-02T04:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,WPR,Western Pacific,Country,SLB,Solomon Islands,Year,2021,true,Sex,Male,SEX_MLE,,,,,,,,,,62.55,,,61.71,,63.44,62.6 [61.7-63.4],,,EN,2024-08-02T04:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,AFR,Africa,Country,GAB,Gabon,Year,2021,true,Sex,Male,SEX_MLE,,,,,,,,,,62.68,,,61.81,,63.64,62.7 [61.8-63.6],,,EN,2024-08-02T04:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,AFR,Africa,Country,UGA,Uganda,Year,2021,true,Sex,Male,SEX_MLE,,,,,,,,,,62.93,,,61.99,,63.96,62.9 [62.0-64.0],,,EN,2024-08-02T04:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,AFR,Africa,Country,MDG,Madagascar,Year,2021,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,62.93,,,62.1,,63.93,62.9 [62.1-63.9],,,EN,2024-08-02T04:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,AMR,Americas,Country,BOL,Bolivia (Plurinational State of),Year,2021,true,Sex,Male,SEX_MLE,,,,,,,,,,62.87,,,62.34,,63.52,62.9 [62.3-63.5],,,EN,2024-08-02T04:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,AMR,Americas,Country,GUY,Guyana,Year,2021,true,Sex,Male,SEX_MLE,,,,,,,,,,62.98,,,61.6,,64.12,63.0 [61.6-64.1],,,EN,2024-08-02T04:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,WPR,Western Pacific,Country,FSM,Micronesia (Federated States of),Year,2021,true,Sex,Male,SEX_MLE,,,,,,,,,,62.99,,,62.06,,63.83,63.0 [62.1-63.8],,,EN,2024-08-02T04:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,EMR,Eastern Mediterranean,Country,DJI,Djibouti,Year,2021,true,Sex,Male,SEX_MLE,,,,,,,,,,63.04,,,62.08,,64.25,63.0 [62.1-64.3],,,EN,2024-08-02T04:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,AFR,Africa,Country,ZMB,Zambia,Year,2021,true,Sex,Female,SEX_FMLE,,,,,,,,,,63.11,,,62.2,,64.23,63.1 [62.2-64.2],,,EN,2024-08-02T04:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,EMR,Eastern Mediterranean,Country,YEM,Yemen,Year,2021,true,Sex,Male,SEX_MLE,,,,,,,,,,63.09,,,62.31,,64.13,63.1 [62.3-64.1],,,EN,2024-08-02T04:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,AFR,Africa,Country,GNQ,Equatorial Guinea,Year,2021,true,Sex,Female,SEX_FMLE,,,,,,,,,,63.21,,,61.66,,64.8,63.2 [61.7-64.8],,,EN,2024-08-02T04:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,AFR,Africa,Country,BWA,Botswana,Year,2021,true,Sex,Female,SEX_FMLE,,,,,,,,,,63.18,,,62.04,,64.33,63.2 [62.0-64.3],,,EN,2024-08-02T04:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,AFR,Africa,Country,COG,Congo,Year,2021,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,63.17,,,62.23,,64.07,63.2 [62.2-64.1],,,EN,2024-08-02T04:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,AMR,Americas,Country,HTI,Haiti,Year,2021,true,Sex,Female,SEX_FMLE,,,,,,,,,,63.21,,,62.44,,64.11,63.2 [62.4-64.1],,,EN,2024-08-02T04:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,AFR,Africa,Country,NGA,Nigeria,Year,2021,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,63.4,,,62.37,,64.65,63.4 [62.4-64.6],,,EN,2024-08-02T04:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,WPR,Western Pacific,Country,VUT,Vanuatu,Year,2021,true,Sex,Male,SEX_MLE,,,,,,,,,,63.36,,,62.5,,64.41,63.4 [62.5-64.4],,,EN,2024-08-02T04:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,AFR,Africa,Country,NAM,Namibia,Year,2021,true,Sex,Female,SEX_FMLE,,,,,,,,,,63.44,,,62.59,,64.26,63.4 [62.6-64.3],,,EN,2024-08-02T04:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,WPR,Western Pacific,Country,PHL,Philippines,Year,2021,true,Sex,Male,SEX_MLE,,,,,,,,,,63.4,,,62.81,,64.1,63.4 [62.8-64.1],,,EN,2024-08-02T04:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,AFR,Africa,Country,LBR,Liberia,Year,2021,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,63.46,,,62.22,,64.74,63.5 [62.2-64.7],,,EN,2024-08-02T04:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,WPR,Western Pacific,Country,FJI,Fiji,Year,2021,true,Sex,Male,SEX_MLE,,,,,,,,,,63.49,,,62.41,,64.75,63.5 [62.4-64.8],,,EN,2024-08-02T04:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,AFR,Africa,Country,CIV,Cote d'Ivoire,Year,2021,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,63.52,,,62.56,,64.64,63.5 [62.6-64.6],,,EN,2024-08-02T04:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,AFR,Africa,Country,ERI,Eritrea,Year,2021,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,63.57,,,62.67,,64.46,63.6 [62.7-64.5],,,EN,2024-08-02T04:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,AFR,Africa,Country,CMR,Cameroon,Year,2021,true,Sex,Female,SEX_FMLE,,,,,,,,,,63.72,,,62.83,,64.68,63.7 [62.8-64.7],,,EN,2024-08-02T04:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,AFR,Africa,Country,GHA,Ghana,Year,2021,true,Sex,Male,SEX_MLE,,,,,,,,,,63.69,,,62.9,,64.47,63.7 [62.9-64.5],,,EN,2024-08-02T04:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,AFR,Africa,Country,COG,Congo,Year,2021,true,Sex,Female,SEX_FMLE,,,,,,,,,,63.79,,,63.04,,64.74,63.8 [63.0-64.7],,,EN,2024-08-02T04:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,AFR,Africa,Country,COD,Democratic Republic of the Congo,Year,2021,true,Sex,Female,SEX_FMLE,,,,,,,,,,63.91,,,62.92,,64.77,63.9 [62.9-64.8],,,EN,2024-08-02T04:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,AFR,Africa,Country,TGO,Togo,Year,2021,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,63.86,,,62.89,,64.98,63.9 [62.9-65.0],,,EN,2024-08-02T04:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,WPR,Western Pacific,Country,KIR,Kiribati,Year,2021,true,Sex,Female,SEX_FMLE,,,,,,,,,,63.96,,,63.19,,64.88,64.0 [63.2-64.9],,,EN,2024-08-02T04:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,AFR,Africa,Country,MDG,Madagascar,Year,2021,true,Sex,Female,SEX_FMLE,,,,,,,,,,64.03,,,63.16,,64.95,64.0 [63.2-64.9],,,EN,2024-08-02T04:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,AFR,Africa,Country,BEN,Benin,Year,2021,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,64.01,,,63.18,,65.05,64.0 [63.2-65.1],,,EN,2024-08-02T04:00:00.000Z
